Angle (deg),Energy (eV),Differential cross section (m2/sr)
54.0,0.0068028,3.2048e-21
55.0,0.0068028,3.1993e-21
56.0,0.0068028,3.1937e-21
57.0,0.0068028,3.188e-21
58.0,0.0068028,3.1824e-21
59.0,0.0068028,3.1766e-21
60.0,0.0068028,3.1708e-21
61.0,0.0068028,3.165e-21
62.0,0.0068028,3.1591e-21
63.0,0.0068028,3.1532e-21
64.0,0.0068028,3.1472e-21
65.0,0.0068028,3.1412e-21
66.0,0.0068028,3.1351e-21
67.0,0.0068028,3.1291e-21
68.0,0.0068028,3.1229e-21
69.0,0.0068028,3.1168e-21
70.0,0.0068028,3.1106e-21
71.0,0.0068028,3.1044e-21
72.0,0.0068028,3.0982e-21
73.0,0.0068028,3.0919e-21
74.0,0.0068028,3.0857e-21
75.0,0.0068028,3.0794e-21
76.0,0.0068028,3.0731e-21
77.0,0.0068028,3.0668e-21
78.0,0.0068028,3.0604e-21
79.0,0.0068028,3.0541e-21
80.0,0.0068028,3.0478e-21
81.0,0.0068028,3.0414e-21
82.0,0.0068028,3.0351e-21
83.0,0.0068028,3.0287e-21
84.0,0.0068028,3.0223e-21
85.0,0.0068028,3.016e-21
86.0,0.0068028,3.0096e-21
87.0,0.0068028,3.0033e-21
88.0,0.0068028,2.997e-21
89.0,0.0068028,2.9906e-21
90.0,0.0068028,2.9843e-21
91.0,0.0068028,2.978e-21
92.0,0.0068028,2.9717e-21
93.0,0.0068028,2.9655e-21
94.0,0.0068028,2.9592e-21
95.0,0.0068028,2.953e-21
96.0,0.0068028,2.9468e-21
97.0,0.0068028,2.9406e-21
98.0,0.0068028,2.9345e-21
99.0,0.0068028,2.9283e-21
100.0,0.0068028,2.9222e-21
101.0,0.0068028,2.9162e-21
102.0,0.0068028,2.9101e-21
103.0,0.0068028,2.9042e-21
104.0,0.0068028,2.8982e-21
105.0,0.0068028,2.8923e-21
106.0,0.0068028,2.8864e-21
107.0,0.0068028,2.8806e-21
108.0,0.0068028,2.8748e-21
109.0,0.0068028,2.869e-21
110.0,0.0068028,2.8633e-21
111.0,0.0068028,2.8577e-21
112.0,0.0068028,2.8521e-21
113.0,0.0068028,2.8465e-21
114.0,0.0068028,2.841e-21
115.0,0.0068028,2.8356e-21
116.0,0.0068028,2.8302e-21
117.0,0.0068028,2.8248e-21
118.0,0.0068028,2.8196e-21
119.0,0.0068028,2.8143e-21
120.0,0.0068028,2.8092e-21
121.0,0.0068028,2.8041e-21
122.0,0.0068028,2.799e-21
123.0,0.0068028,2.7941e-21
124.0,0.0068028,2.7892e-21
125.0,0.0068028,2.7843e-21
126.0,0.0068028,2.7795e-21
127.0,0.0068028,2.7748e-21
128.0,0.0068028,2.7702e-21
129.0,0.0068028,2.7656e-21
130.0,0.0068028,2.7611e-21
131.0,0.0068028,2.7567e-21
132.0,0.0068028,2.7524e-21
133.0,0.0068028,2.7481e-21
134.0,0.0068028,2.7439e-21
135.0,0.0068028,2.7398e-21
136.0,0.0068028,2.7357e-21
137.0,0.0068028,2.7318e-21
138.0,0.0068028,2.7279e-21
139.0,0.0068028,2.7241e-21
140.0,0.0068028,2.7204e-21
141.0,0.0068028,2.7167e-21
142.0,0.0068028,2.7132e-21
143.0,0.0068028,2.7097e-21
144.0,0.0068028,2.7063e-21
145.0,0.0068028,2.703e-21
146.0,0.0068028,2.6998e-21
147.0,0.0068028,2.6966e-21
148.0,0.0068028,2.6936e-21
149.0,0.0068028,2.6906e-21
150.0,0.0068028,2.6877e-21
151.0,0.0068028,2.685e-21
152.0,0.0068028,2.6823e-21
153.0,0.0068028,2.6797e-21
154.0,0.0068028,2.6771e-21
155.0,0.0068028,2.6747e-21
156.0,0.0068028,2.6724e-21
157.0,0.0068028,2.6701e-21
158.0,0.0068028,2.668e-21
159.0,0.0068028,2.6659e-21
160.0,0.0068028,2.664e-21
161.0,0.0068028,2.6621e-21
162.0,0.0068028,2.6603e-21
163.0,0.0068028,2.6586e-21
164.0,0.0068028,2.6571e-21
165.0,0.0068028,2.6556e-21
166.0,0.0068028,2.6542e-21
167.0,0.0068028,2.6529e-21
168.0,0.0068028,2.6517e-21
169.0,0.0068028,2.6505e-21
170.0,0.0068028,2.6495e-21
171.0,0.0068028,2.6486e-21
172.0,0.0068028,2.6478e-21
173.0,0.0068028,2.6471e-21
174.0,0.0068028,2.6464e-21
175.0,0.0068028,2.6459e-21
176.0,0.0068028,2.6455e-21
177.0,0.0068028,2.6451e-21
178.0,0.0068028,2.6449e-21
179.0,0.0068028,2.6447e-21
180.0,0.0068028,2.6447e-21
0.0,0.0081633,3.3884e-21
1.0,0.0081633,3.3884e-21
2.0,0.0081633,3.3881e-21
3.0,0.0081633,3.3878e-21
4.0,0.0081633,3.3872e-21
5.0,0.0081633,3.3866e-21
6.0,0.0081633,3.3857e-21
7.0,0.0081633,3.3848e-21
8.0,0.0081633,3.3836e-21
9.0,0.0081633,3.3824e-21
10.0,0.0081633,3.381e-21
11.0,0.0081633,3.3794e-21
12.0,0.0081633,3.3777e-21
13.0,0.0081633,3.3758e-21
14.0,0.0081633,3.3738e-21
15.0,0.0081633,3.3717e-21
16.0,0.0081633,3.3694e-21
17.0,0.0081633,3.367e-21
18.0,0.0081633,3.3644e-21
19.0,0.0081633,3.3617e-21
20.0,0.0081633,3.3588e-21
21.0,0.0081633,3.3558e-21
22.0,0.0081633,3.3527e-21
23.0,0.0081633,3.3495e-21
24.0,0.0081633,3.3461e-21
25.0,0.0081633,3.3425e-21
26.0,0.0081633,3.3389e-21
27.0,0.0081633,3.3351e-21
28.0,0.0081633,3.3312e-21
29.0,0.0081633,3.3272e-21
30.0,0.0081633,3.323e-21
31.0,0.0081633,3.3187e-21
32.0,0.0081633,3.3143e-21
33.0,0.0081633,3.3098e-21
34.0,0.0081633,3.3052e-21
35.0,0.0081633,3.3004e-21
36.0,0.0081633,3.2956e-21
37.0,0.0081633,3.2906e-21
38.0,0.0081633,3.2855e-21
39.0,0.0081633,3.2803e-21
40.0,0.0081633,3.275e-21
41.0,0.0081633,3.2697e-21
42.0,0.0081633,3.2642e-21
43.0,0.0081633,3.2586e-21
44.0,0.0081633,3.2529e-21
45.0,0.0081633,3.2471e-21
46.0,0.0081633,3.2412e-21
47.0,0.0081633,3.2353e-21
48.0,0.0081633,3.2292e-21
49.0,0.0081633,3.2231e-21
50.0,0.0081633,3.2169e-21
51.0,0.0081633,3.2106e-21
52.0,0.0081633,3.2042e-21
53.0,0.0081633,3.1978e-21
54.0,0.0081633,3.1913e-21
55.0,0.0081633,3.1847e-21
56.0,0.0081633,3.1781e-21
57.0,0.0081633,3.1714e-21
58.0,0.0081633,3.1646e-21
59.0,0.0081633,3.1578e-21
60.0,0.0081633,3.1509e-21
61.0,0.0081633,3.1439e-21
62.0,0.0081633,3.1369e-21
63.0,0.0081633,3.1299e-21
64.0,0.0081633,3.1228e-21
65.0,0.0081633,3.1157e-21
66.0,0.0081633,3.1085e-21
67.0,0.0081633,3.1013e-21
68.0,0.0081633,3.0941e-21
69.0,0.0081633,3.0868e-21
70.0,0.0081633,3.0795e-21
71.0,0.0081633,3.0721e-21
72.0,0.0081633,3.0648e-21
73.0,0.0081633,3.0574e-21
74.0,0.0081633,3.05e-21
75.0,0.0081633,3.0425e-21
76.0,0.0081633,3.0351e-21
77.0,0.0081633,3.0276e-21
78.0,0.0081633,3.0202e-21
79.0,0.0081633,3.0127e-21
80.0,0.0081633,3.0052e-21
81.0,0.0081633,2.9977e-21
82.0,0.0081633,2.9902e-21
83.0,0.0081633,2.9827e-21
84.0,0.0081633,2.9753e-21
85.0,0.0081633,2.9678e-21
86.0,0.0081633,2.9603e-21
87.0,0.0081633,2.9528e-21
88.0,0.0081633,2.9454e-21
89.0,0.0081633,2.938e-21
90.0,0.0081633,2.9306e-21
91.0,0.0081633,2.9232e-21
92.0,0.0081633,2.9158e-21
93.0,0.0081633,2.9084e-21
94.0,0.0081633,2.9011e-21
95.0,0.0081633,2.8938e-21
96.0,0.0081633,2.8866e-21
97.0,0.0081633,2.8793e-21
98.0,0.0081633,2.8721e-21
99.0,0.0081633,2.865e-21
100.0,0.0081633,2.8578e-21
101.0,0.0081633,2.8508e-21
102.0,0.0081633,2.8437e-21
103.0,0.0081633,2.8367e-21
104.0,0.0081633,2.8298e-21
105.0,0.0081633,2.8229e-21
106.0,0.0081633,2.816e-21
107.0,0.0081633,2.8092e-21
108.0,0.0081633,2.8025e-21
109.0,0.0081633,2.7958e-21
110.0,0.0081633,2.7891e-21
111.0,0.0081633,2.7825e-21
112.0,0.0081633,2.776e-21
113.0,0.0081633,2.7696e-21
114.0,0.0081633,2.7632e-21
115.0,0.0081633,2.7568e-21
116.0,0.0081633,2.7506e-21
117.0,0.0081633,2.7444e-21
118.0,0.0081633,2.7382e-21
119.0,0.0081633,2.7322e-21
120.0,0.0081633,2.7262e-21
121.0,0.0081633,2.7203e-21
122.0,0.0081633,2.7145e-21
123.0,0.0081633,2.7087e-21
124.0,0.0081633,2.703e-21
125.0,0.0081633,2.6974e-21
126.0,0.0081633,2.6919e-21
127.0,0.0081633,2.6864e-21
128.0,0.0081633,2.6811e-21
129.0,0.0081633,2.6758e-21
130.0,0.0081633,2.6706e-21
131.0,0.0081633,2.6655e-21
132.0,0.0081633,2.6605e-21
133.0,0.0081633,2.6556e-21
134.0,0.0081633,2.6507e-21
135.0,0.0081633,2.646e-21
136.0,0.0081633,2.6413e-21
137.0,0.0081633,2.6367e-21
138.0,0.0081633,2.6322e-21
139.0,0.0081633,2.6279e-21
140.0,0.0081633,2.6236e-21
141.0,0.0081633,2.6194e-21
142.0,0.0081633,2.6153e-21
143.0,0.0081633,2.6113e-21
144.0,0.0081633,2.6074e-21
145.0,0.0081633,2.6036e-21
146.0,0.0081633,2.5999e-21
147.0,0.0081633,2.5963e-21
148.0,0.0081633,2.5928e-21
149.0,0.0081633,2.5894e-21
150.0,0.0081633,2.586e-21
151.0,0.0081633,2.5829e-21
152.0,0.0081633,2.5798e-21
153.0,0.0081633,2.5768e-21
154.0,0.0081633,2.5739e-21
155.0,0.0081633,2.5711e-21
156.0,0.0081633,2.5684e-21
157.0,0.0081633,2.5658e-21
158.0,0.0081633,2.5634e-21
159.0,0.0081633,2.561e-21
160.0,0.0081633,2.5588e-21
161.0,0.0081633,2.5566e-21
162.0,0.0081633,2.5546e-21
163.0,0.0081633,2.5526e-21
164.0,0.0081633,2.5508e-21
165.0,0.0081633,2.5491e-21
166.0,0.0081633,2.5475e-21
167.0,0.0081633,2.546e-21
168.0,0.0081633,2.5446e-21
169.0,0.0081633,2.5434e-21
170.0,0.0081633,2.5422e-21
171.0,0.0081633,2.5411e-21
172.0,0.0081633,2.5402e-21
173.0,0.0081633,2.5394e-21
174.0,0.0081633,2.5386e-21
175.0,0.0081633,2.538e-21
176.0,0.0081633,2.5375e-21
177.0,0.0081633,2.5371e-21
178.0,0.0081633,2.5369e-21
179.0,0.0081633,2.5367e-21
180.0,0.0081633,2.5366e-21
0.0,0.0095238,3.4293e-21
1.0,0.0095238,3.4293e-21
2.0,0.0095238,3.429e-21
3.0,0.0095238,3.4286e-21
4.0,0.0095238,3.4279e-21
5.0,0.0095238,3.4271e-21
6.0,0.0095238,3.4262e-21
7.0,0.0095238,3.425e-21
8.0,0.0095238,3.4237e-21
9.0,0.0095238,3.4222e-21
10.0,0.0095238,3.4206e-21
11.0,0.0095238,3.4187e-21
12.0,0.0095238,3.4167e-21
13.0,0.0095238,3.4145e-21
14.0,0.0095238,3.4122e-21
15.0,0.0095238,3.4097e-21
16.0,0.0095238,3.407e-21
17.0,0.0095238,3.4041e-21
18.0,0.0095238,3.4011e-21
19.0,0.0095238,3.398e-21
20.0,0.0095238,3.3946e-21
21.0,0.0095238,3.3911e-21
22.0,0.0095238,3.3875e-21
23.0,0.0095238,3.3836e-21
24.0,0.0095238,3.3797e-21
25.0,0.0095238,3.3755e-21
26.0,0.0095238,3.3713e-21
27.0,0.0095238,3.3668e-21
28.0,0.0095238,3.3623e-21
29.0,0.0095238,3.3575e-21
30.0,0.0095238,3.3527e-21
31.0,0.0095238,3.3477e-21
32.0,0.0095238,3.3425e-21
33.0,0.0095238,3.3372e-21
34.0,0.0095238,3.3318e-21
35.0,0.0095238,3.3263e-21
36.0,0.0095238,3.3206e-21
37.0,0.0095238,3.3148e-21
38.0,0.0095238,3.3089e-21
39.0,0.0095238,3.3028e-21
40.0,0.0095238,3.2966e-21
41.0,0.0095238,3.2903e-21
42.0,0.0095238,3.2839e-21
43.0,0.0095238,3.2774e-21
44.0,0.0095238,3.2708e-21
45.0,0.0095238,3.264e-21
46.0,0.0095238,3.2572e-21
47.0,0.0095238,3.2503e-21
48.0,0.0095238,3.2432e-21
49.0,0.0095238,3.2361e-21
50.0,0.0095238,3.2289e-21
51.0,0.0095238,3.2215e-21
52.0,0.0095238,3.2141e-21
53.0,0.0095238,3.2067e-21
54.0,0.0095238,3.1991e-21
55.0,0.0095238,3.1915e-21
56.0,0.0095238,3.1837e-21
57.0,0.0095238,3.1759e-21
58.0,0.0095238,3.1681e-21
59.0,0.0095238,3.1602e-21
60.0,0.0095238,3.1522e-21
61.0,0.0095238,3.1441e-21
62.0,0.0095238,3.136e-21
63.0,0.0095238,3.1279e-21
64.0,0.0095238,3.1197e-21
65.0,0.0095238,3.1114e-21
66.0,0.0095238,3.1031e-21
67.0,0.0095238,3.0948e-21
68.0,0.0095238,3.0864e-21
69.0,0.0095238,3.078e-21
70.0,0.0095238,3.0695e-21
71.0,0.0095238,3.0611e-21
72.0,0.0095238,3.0526e-21
73.0,0.0095238,3.044e-21
74.0,0.0095238,3.0355e-21
75.0,0.0095238,3.0269e-21
76.0,0.0095238,3.0183e-21
77.0,0.0095238,3.0098e-21
78.0,0.0095238,3.0012e-21
79.0,0.0095238,2.9925e-21
80.0,0.0095238,2.9839e-21
81.0,0.0095238,2.9753e-21
82.0,0.0095238,2.9667e-21
83.0,0.0095238,2.9581e-21
84.0,0.0095238,2.9495e-21
85.0,0.0095238,2.9409e-21
86.0,0.0095238,2.9324e-21
87.0,0.0095238,2.9238e-21
88.0,0.0095238,2.9153e-21
89.0,0.0095238,2.9068e-21
90.0,0.0095238,2.8983e-21
91.0,0.0095238,2.8898e-21
92.0,0.0095238,2.8814e-21
93.0,0.0095238,2.8729e-21
94.0,0.0095238,2.8646e-21
95.0,0.0095238,2.8562e-21
96.0,0.0095238,2.8479e-21
97.0,0.0095238,2.8397e-21
98.0,0.0095238,2.8315e-21
99.0,0.0095238,2.8233e-21
100.0,0.0095238,2.8152e-21
101.0,0.0095238,2.8071e-21
102.0,0.0095238,2.799e-21
103.0,0.0095238,2.7911e-21
104.0,0.0095238,2.7832e-21
105.0,0.0095238,2.7753e-21
106.0,0.0095238,2.7675e-21
107.0,0.0095238,2.7598e-21
108.0,0.0095238,2.7521e-21
109.0,0.0095238,2.7445e-21
110.0,0.0095238,2.7369e-21
111.0,0.0095238,2.7295e-21
112.0,0.0095238,2.7221e-21
113.0,0.0095238,2.7147e-21
114.0,0.0095238,2.7075e-21
115.0,0.0095238,2.7003e-21
116.0,0.0095238,2.6932e-21
117.0,0.0095238,2.6862e-21
118.0,0.0095238,2.6792e-21
119.0,0.0095238,2.6724e-21
120.0,0.0095238,2.6656e-21
121.0,0.0095238,2.6589e-21
122.0,0.0095238,2.6523e-21
123.0,0.0095238,2.6458e-21
124.0,0.0095238,2.6394e-21
125.0,0.0095238,2.6331e-21
126.0,0.0095238,2.6268e-21
127.0,0.0095238,2.6207e-21
128.0,0.0095238,2.6146e-21
129.0,0.0095238,2.6087e-21
130.0,0.0095238,2.6028e-21
131.0,0.0095238,2.5971e-21
132.0,0.0095238,2.5914e-21
133.0,0.0095238,2.5858e-21
134.0,0.0095238,2.5804e-21
135.0,0.0095238,2.575e-21
136.0,0.0095238,2.5698e-21
137.0,0.0095238,2.5646e-21
138.0,0.0095238,2.5596e-21
139.0,0.0095238,2.5547e-21
140.0,0.0095238,2.5499e-21
141.0,0.0095238,2.5451e-21
142.0,0.0095238,2.5405e-21
143.0,0.0095238,2.536e-21
144.0,0.0095238,2.5317e-21
145.0,0.0095238,2.5274e-21
146.0,0.0095238,2.5232e-21
147.0,0.0095238,2.5192e-21
148.0,0.0095238,2.5152e-21
149.0,0.0095238,2.5114e-21
150.0,0.0095238,2.5077e-21
151.0,0.0095238,2.5041e-21
152.0,0.0095238,2.5007e-21
153.0,0.0095238,2.4973e-21
154.0,0.0095238,2.4941e-21
155.0,0.0095238,2.4909e-21
156.0,0.0095238,2.4879e-21
157.0,0.0095238,2.4851e-21
158.0,0.0095238,2.4823e-21
159.0,0.0095238,2.4797e-21
160.0,0.0095238,2.4771e-21
161.0,0.0095238,2.4747e-21
162.0,0.0095238,2.4725e-21
163.0,0.0095238,2.4703e-21
164.0,0.0095238,2.4683e-21
165.0,0.0095238,2.4663e-21
166.0,0.0095238,2.4645e-21
167.0,0.0095238,2.4629e-21
168.0,0.0095238,2.4613e-21
169.0,0.0095238,2.4599e-21
170.0,0.0095238,2.4586e-21
171.0,0.0095238,2.4574e-21
172.0,0.0095238,2.4564e-21
173.0,0.0095238,2.4554e-21
174.0,0.0095238,2.4546e-21
175.0,0.0095238,2.4539e-21
176.0,0.0095238,2.4534e-21
177.0,0.0095238,2.453e-21
178.0,0.0095238,2.4526e-21
179.0,0.0095238,2.4525e-21
180.0,0.0095238,2.4524e-21
0.0,0.010884,3.4398e-21
1.0,0.010884,3.4397e-21
2.0,0.010884,3.4394e-21
3.0,0.010884,3.4389e-21
4.0,0.010884,3.4382e-21
5.0,0.010884,3.4373e-21
6.0,0.010884,3.4362e-21
7.0,0.010884,3.4349e-21
8.0,0.010884,3.4334e-21
9.0,0.010884,3.4317e-21
10.0,0.010884,3.4297e-21
11.0,0.010884,3.4276e-21
12.0,0.010884,3.4253e-21
13.0,0.010884,3.4229e-21
14.0,0.010884,3.4202e-21
15.0,0.010884,3.4173e-21
16.0,0.010884,3.4142e-21
17.0,0.010884,3.411e-21
18.0,0.010884,3.4075e-21
19.0,0.010884,3.4039e-21
20.0,0.010884,3.4001e-21
21.0,0.010884,3.3961e-21
22.0,0.010884,3.3919e-21
23.0,0.010884,3.3875e-21
24.0,0.010884,3.383e-21
25.0,0.010884,3.3783e-21
26.0,0.010884,3.3734e-21
27.0,0.010884,3.3683e-21
28.0,0.010884,3.3631e-21
29.0,0.010884,3.3577e-21
30.0,0.010884,3.3522e-21
31.0,0.010884,3.3465e-21
32.0,0.010884,3.3406e-21
33.0,0.010884,3.3346e-21
34.0,0.010884,3.3284e-21
35.0,0.010884,3.3221e-21
36.0,0.010884,3.3156e-21
37.0,0.010884,3.309e-21
38.0,0.010884,3.3022e-21
39.0,0.010884,3.2953e-21
40.0,0.010884,3.2883e-21
41.0,0.010884,3.2811e-21
42.0,0.010884,3.2739e-21
43.0,0.010884,3.2664e-21
44.0,0.010884,3.2589e-21
45.0,0.010884,3.2512e-21
46.0,0.010884,3.2435e-21
47.0,0.010884,3.2356e-21
48.0,0.010884,3.2276e-21
49.0,0.010884,3.2195e-21
50.0,0.010884,3.2113e-21
51.0,0.010884,3.203e-21
52.0,0.010884,3.1946e-21
53.0,0.010884,3.1861e-21
54.0,0.010884,3.1776e-21
55.0,0.010884,3.1689e-21
56.0,0.010884,3.1602e-21
57.0,0.010884,3.1513e-21
58.0,0.010884,3.1424e-21
59.0,0.010884,3.1335e-21
60.0,0.010884,3.1244e-21
61.0,0.010884,3.1154e-21
62.0,0.010884,3.1062e-21
63.0,0.010884,3.097e-21
64.0,0.010884,3.0877e-21
65.0,0.010884,3.0784e-21
66.0,0.010884,3.069e-21
67.0,0.010884,3.0596e-21
68.0,0.010884,3.0502e-21
69.0,0.010884,3.0407e-21
70.0,0.010884,3.0312e-21
71.0,0.010884,3.0217e-21
72.0,0.010884,3.0121e-21
73.0,0.010884,3.0025e-21
74.0,0.010884,2.9929e-21
75.0,0.010884,2.9833e-21
76.0,0.010884,2.9736e-21
77.0,0.010884,2.964e-21
78.0,0.010884,2.9543e-21
79.0,0.010884,2.9447e-21
80.0,0.010884,2.935e-21
81.0,0.010884,2.9253e-21
82.0,0.010884,2.9157e-21
83.0,0.010884,2.9061e-21
84.0,0.010884,2.8964e-21
85.0,0.010884,2.8868e-21
86.0,0.010884,2.8772e-21
87.0,0.010884,2.8677e-21
88.0,0.010884,2.8581e-21
89.0,0.010884,2.8486e-21
90.0,0.010884,2.8391e-21
91.0,0.010884,2.8297e-21
92.0,0.010884,2.8202e-21
93.0,0.010884,2.8109e-21
94.0,0.010884,2.8015e-21
95.0,0.010884,2.7922e-21
96.0,0.010884,2.783e-21
97.0,0.010884,2.7738e-21
98.0,0.010884,2.7646e-21
99.0,0.010884,2.7555e-21
100.0,0.010884,2.7465e-21
101.0,0.010884,2.7375e-21
102.0,0.010884,2.7286e-21
103.0,0.010884,2.7198e-21
104.0,0.010884,2.711e-21
105.0,0.010884,2.7022e-21
106.0,0.010884,2.6936e-21
107.0,0.010884,2.685e-21
108.0,0.010884,2.6765e-21
109.0,0.010884,2.6681e-21
110.0,0.010884,2.6597e-21
111.0,0.010884,2.6514e-21
112.0,0.010884,2.6433e-21
113.0,0.010884,2.6352e-21
114.0,0.010884,2.6271e-21
115.0,0.010884,2.6192e-21
116.0,0.010884,2.6114e-21
117.0,0.010884,2.6036e-21
118.0,0.010884,2.5959e-21
119.0,0.010884,2.5884e-21
120.0,0.010884,2.5809e-21
121.0,0.010884,2.5735e-21
122.0,0.010884,2.5662e-21
123.0,0.010884,2.5591e-21
124.0,0.010884,2.552e-21
125.0,0.010884,2.545e-21
126.0,0.010884,2.5382e-21
127.0,0.010884,2.5314e-21
128.0,0.010884,2.5247e-21
129.0,0.010884,2.5182e-21
130.0,0.010884,2.5117e-21
131.0,0.010884,2.5054e-21
132.0,0.010884,2.4992e-21
133.0,0.010884,2.4931e-21
134.0,0.010884,2.4871e-21
135.0,0.010884,2.4812e-21
136.0,0.010884,2.4755e-21
137.0,0.010884,2.4698e-21
138.0,0.010884,2.4643e-21
139.0,0.010884,2.4589e-21
140.0,0.010884,2.4536e-21
141.0,0.010884,2.4485e-21
142.0,0.010884,2.4434e-21
143.0,0.010884,2.4385e-21
144.0,0.010884,2.4337e-21
145.0,0.010884,2.429e-21
146.0,0.010884,2.4245e-21
147.0,0.010884,2.42e-21
148.0,0.010884,2.4157e-21
149.0,0.010884,2.4116e-21
150.0,0.010884,2.4075e-21
151.0,0.010884,2.4036e-21
152.0,0.010884,2.3998e-21
153.0,0.010884,2.3961e-21
154.0,0.010884,2.3926e-21
155.0,0.010884,2.3892e-21
156.0,0.010884,2.3859e-21
157.0,0.010884,2.3828e-21
158.0,0.010884,2.3797e-21
159.0,0.010884,2.3769e-21
160.0,0.010884,2.3741e-21
161.0,0.010884,2.3715e-21
162.0,0.010884,2.369e-21
163.0,0.010884,2.3666e-21
164.0,0.010884,2.3644e-21
165.0,0.010884,2.3623e-21
166.0,0.010884,2.3604e-21
167.0,0.010884,2.3585e-21
168.0,0.010884,2.3569e-21
169.0,0.010884,2.3553e-21
170.0,0.010884,2.3539e-21
171.0,0.010884,2.3526e-21
172.0,0.010884,2.3515e-21
173.0,0.010884,2.3504e-21
174.0,0.010884,2.3496e-21
175.0,0.010884,2.3488e-21
176.0,0.010884,2.3482e-21
177.0,0.010884,2.3477e-21
178.0,0.010884,2.3474e-21
179.0,0.010884,2.3472e-21
180.0,0.010884,2.3471e-21
0.0,0.012245,3.4521e-21
1.0,0.012245,3.452e-21
2.0,0.012245,3.4517e-21
3.0,0.012245,3.4511e-21
4.0,0.012245,3.4504e-21
5.0,0.012245,3.4494e-21
6.0,0.012245,3.4482e-21
7.0,0.012245,3.4467e-21
8.0,0.012245,3.4451e-21
9.0,0.012245,3.4432e-21
10.0,0.012245,3.4411e-21
11.0,0.012245,3.4388e-21
12.0,0.012245,3.4363e-21
13.0,0.012245,3.4336e-21
14.0,0.012245,3.4306e-21
15.0,0.012245,3.4275e-21
16.0,0.012245,3.4241e-21
17.0,0.012245,3.4205e-21
18.0,0.012245,3.4168e-21
19.0,0.012245,3.4128e-21
20.0,0.012245,3.4086e-21
21.0,0.012245,3.4042e-21
22.0,0.012245,3.3997e-21
23.0,0.012245,3.3949e-21
24.0,0.012245,3.3899e-21
25.0,0.012245,3.3848e-21
26.0,0.012245,3.3794e-21
27.0,0.012245,3.3739e-21
28.0,0.012245,3.3682e-21
29.0,0.012245,3.3623e-21
30.0,0.012245,3.3563e-21
31.0,0.012245,3.35e-21
32.0,0.012245,3.3436e-21
33.0,0.012245,3.337e-21
34.0,0.012245,3.3303e-21
35.0,0.012245,3.3234e-21
36.0,0.012245,3.3163e-21
37.0,0.012245,3.3091e-21
38.0,0.012245,3.3018e-21
39.0,0.012245,3.2943e-21
40.0,0.012245,3.2866e-21
41.0,0.012245,3.2788e-21
42.0,0.012245,3.2709e-21
43.0,0.012245,3.2628e-21
44.0,0.012245,3.2546e-21
45.0,0.012245,3.2463e-21
46.0,0.012245,3.2378e-21
47.0,0.012245,3.2292e-21
48.0,0.012245,3.2205e-21
49.0,0.012245,3.2117e-21
50.0,0.012245,3.2028e-21
51.0,0.012245,3.1938e-21
52.0,0.012245,3.1847e-21
53.0,0.012245,3.1755e-21
54.0,0.012245,3.1662e-21
55.0,0.012245,3.1568e-21
56.0,0.012245,3.1473e-21
57.0,0.012245,3.1378e-21
58.0,0.012245,3.1281e-21
59.0,0.012245,3.1184e-21
60.0,0.012245,3.1087e-21
61.0,0.012245,3.0988e-21
62.0,0.012245,3.0889e-21
63.0,0.012245,3.079e-21
64.0,0.012245,3.0689e-21
65.0,0.012245,3.0589e-21
66.0,0.012245,3.0488e-21
67.0,0.012245,3.0386e-21
68.0,0.012245,3.0284e-21
69.0,0.012245,3.0182e-21
70.0,0.012245,3.0079e-21
71.0,0.012245,2.9977e-21
72.0,0.012245,2.9874e-21
73.0,0.012245,2.977e-21
74.0,0.012245,2.9667e-21
75.0,0.012245,2.9563e-21
76.0,0.012245,2.946e-21
77.0,0.012245,2.9356e-21
78.0,0.012245,2.9252e-21
79.0,0.012245,2.9148e-21
80.0,0.012245,2.9045e-21
81.0,0.012245,2.8941e-21
82.0,0.012245,2.8838e-21
83.0,0.012245,2.8734e-21
84.0,0.012245,2.8631e-21
85.0,0.012245,2.8528e-21
86.0,0.012245,2.8425e-21
87.0,0.012245,2.8323e-21
88.0,0.012245,2.8221e-21
89.0,0.012245,2.8119e-21
90.0,0.012245,2.8018e-21
91.0,0.012245,2.7917e-21
92.0,0.012245,2.7816e-21
93.0,0.012245,2.7716e-21
94.0,0.012245,2.7616e-21
95.0,0.012245,2.7517e-21
96.0,0.012245,2.7418e-21
97.0,0.012245,2.732e-21
98.0,0.012245,2.7223e-21
99.0,0.012245,2.7126e-21
100.0,0.012245,2.703e-21
101.0,0.012245,2.6934e-21
102.0,0.012245,2.6839e-21
103.0,0.012245,2.6745e-21
104.0,0.012245,2.6652e-21
105.0,0.012245,2.6559e-21
106.0,0.012245,2.6467e-21
107.0,0.012245,2.6376e-21
108.0,0.012245,2.6286e-21
109.0,0.012245,2.6197e-21
110.0,0.012245,2.6108e-21
111.0,0.012245,2.602e-21
112.0,0.012245,2.5934e-21
113.0,0.012245,2.5848e-21
114.0,0.012245,2.5763e-21
115.0,0.012245,2.5679e-21
116.0,0.012245,2.5596e-21
117.0,0.012245,2.5514e-21
118.0,0.012245,2.5433e-21
119.0,0.012245,2.5353e-21
120.0,0.012245,2.5274e-21
121.0,0.012245,2.5196e-21
122.0,0.012245,2.5119e-21
123.0,0.012245,2.5044e-21
124.0,0.012245,2.4969e-21
125.0,0.012245,2.4896e-21
